,smiles,LogP,model
409,COc1cccc(-c2cccc(-c3cccc(-c4ccc(F)c(F)c4F)c3)c2COCOc2ccccc2C)c1-c1ccc(F)c(F)c1COc1cc(F)cc(F)c1C,12.0,post
410,Fc1ccc(-c2ccc(-c3cccc(F)c3F)c(-c3ccc(F)c(F)c3F)c2)cc1-c1cc(F)cc(-c2ccc(F)c(F)c2F)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
411,Cc1cccc(-c2ccccc2COC(C)c2cc(-c3ccccc3F)cc(-c3cccs3)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
412,Cc1cccc(-c2cccc(-c3cccc(F)c3F)c2COCc2ccc(F)c(F)c2C)c1-c1ccc(F)cc1COc1ccccc1C,11.60416,post
413,Cc1ccc(-c2cccc(-c3cc(F)c(F)c(F)c3F)c2C)c2ccc(F)cc2COc1ccccc1COc1cc(F)cc(F)c1C,0.0,post
414,Cc1cccc(-c2ccccc2COc2ccccc2COc2cccc(-c3cccc(F)c3F)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
415,O=[N+]([O-])c1ccccc1-c1csc(-c2cccc(-c3cccc(F)c3OCc3ccccc3)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
416,Cc1ccccc1-c1cccs1-c1cc(C(C)C)cc(-c2cccc(C(C)C)c2O)c1-c1cc(F)cc(-c2cccc(F)c2COC)c1C,0.0,post
417,Cc1cccc(-c2cccc(-c3ccccc3F)c2-c2ccc(F)c(C(C)C)c2COc2ccccc2COCc2ccccc2CO)c1C,11.49414,post
418,Cc1cccc(-c2cccc(-c3cc(F)c(Oc4ccccc4F)c(-c4cccs4)c3O)c2C)c1-c1ccccc1C,11.11746,post
419,Cc1cccc(-c2cccc(-c3ccccc3OCc3ccccc3F)c2C)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,11.15794,post
420,Cc1cccc(Oc2ccccc2COCc2ccccc2COCc2ccccc2CO)c1Cc1cc(F)cc(F)c1COc1cc(F)cc(F)c1C,10.74784,post
421,Cc1ccc(-c2ccccc2COc2cccc(-c3cccc(F)c3F)c2)cc1-c1cc(F)cc(-c2cccs2)c1-c1cc(F)cc(-c2cccc(F)c2COC)c1C,12.0,post
422,Oc1cccc(-c2cccc(-c3cccc(F)c3F)c2-c2cc(F)cc(F)c2COc2cccc(F)c2COCc2ccccc2CO)c1Cl,10.5302,post
423,Cc1ccccc1-c1cccc(-c2cccc(-c3cccc(-c4cccc(F)c4F)c3C(C)c3ccccc3COC)c2C)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
424,Cc1ccc(-c2ccccc2COCc2ccccc2COCc2ccccc2CO)cc1COCc1cc(F)cc(F)c1-c1cc(F)cc(-c2cccs2)c1C,12.0,post
425,Cc1ccccc1-c1ccc(-c2ccccc2COc2cccc(F)c2COCc2ccccc2CO)cc1COc1cc(F)cc(F)c1C,10.42184,post
426,Cc1cccc(-c2ccccc2COCc2ccccc2COCc2ccccc2COCc2ccccc2COCc2ccccc2COCc2ccccc2COC)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
427,Oc1cccc(-c2cc(-c3cccc(F)c3OC(c3ccccc3F)c3ccccc3F)c(-c3ccccc3O)c2-c2cc(F)cc(F)c2COc2ccccc2COCc2ccccc2COCc2ccccc2F)c1-c1ccc(F)cc1COc1cc(F)cc(F,0.0,post
428,Oc1ccccc1-c1cc(-c2ccccc2COc2cccc(F)c2F)cc(-c2cccc(F)c2F)c1-c1ccc(F)cc1COc1cccc(F)c1CO,11.5451,post
429,Oc1ccccc1-c1cc(-c2ccccc2COc2ccccc2F)cc(-c2cc(F)c(F)c(F)c2COc2ccccc2CO)c1-c1ccc(F)c(F)c1-c1ccc(F)c(F)c1,12.0,post
430,c1cccc(-c2cc(-c3ccccc3F)cc(-c3ccc(F)cc3O)c2-c2cc(F)cc(F)c2COc2ccccc2-c2ccccc2COCc2ccccc2CO)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,0.0,post
431,Cc1cccc(-c2ccccc2-c2cc(C)ccc2COCc2ccccc2COCc2ccccc2COC(C)c2ccccc2COC)c1C,11.80366,post
432,Brc1cccc(-c2cccc(-c3ccccc3F)c2COCC(c2ccccc2O)c2ccccc2F)c1-c1ccc(F)c(F)c1-c1cc(F)cc(-c2ccccc2)c1COc1ccccc1F,12.0,post
433,Cc1ccsc1-c1cc(-c2ccccc2C)cc(-c2ccc(F)c(F)c2COCc2ccccc2COC)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
434,Cc1cccc(-c2cccc(C(C)C)c2-c2ccc(-c3cccc(F)c3COC)cc2COCc2ccccc2C)c1COc1cccc(F)c1C,12.0,post
435,Cc1cccc(-c2ccc(-c3ccccc3COCc3ccccc3OC)cc2COc2cc(F)cc(F)c2COC)c1C,9.36644,post
436,CCc1cccc(-c2ccccc2COc2ccc(-c3cccc(F)c3F)c(-c3ccccc3OC)c2C)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
437,c1ccc2c(c1)[nH]c(-c3cccc(F)c3F)c1-c1ccc(F)cc1-c1cccc(-c4ccc(F)cc4F)c1-c1ccc(F)c(F)c1-2,0.0,post
438,Oc1ccccc1-c1cc(-c2ccccc2)cc(-c2ccccc2COCc2ccccc2)c1-c1ccccc1COc1ccccc1F,11.4951,post
439,Oc1ccccc1-c1cccc(-c2cc(-c3ccccc3)cc(-c3cccs3)c2COc2ccccc2COCc2ccccc2F)c1-c1ccc(F)c(F)c1-c1ccc(F)c(F)c1CO,12.0,post
440,Oc1ccccc1-c1ccc(-c2cccc(-c3ccccc3OCc3ccccc3F)c2)cc1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,11.9137,post
441,CCOc1cccc(-c2ccc(-c3ccccc3OC)cc2COc2ccccc2COCc2cc(C)cc(-c3ccc(F)cc3F)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
442,Fc1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,10.7682,post
443,Cc1cccc(-c2cccc(-c3cccc(F)c3F)c2COCc2cccc(F)c2COCc2cc(F)cc(F)c2COC)c1C,9.91294,post
444,Cc1ccccc1-c1ccc(-c2cc(-c3ccccc3F)cc(-c3ccccc3OCC)c2COCc2ccccc2CO)cc1COc1cccc(F)c1COCc1cc(C)cc(C)c1CO,12.0,post
445,COc1ccccc1-c1ccc(-c2ccccc2COC)cc1-c1ccc(F)c(F)c1-c1ccc(F)c(C)c1-c1cc(F)cc(-c2cccs2)c1COCc1cc(F)cc(F)c1F,12.0,post
446,Oc1ccccc1-c1cccc(-c2cc(-c3ccccc3O)cc(-c3ccccc3O)c2COc2ccccc2-n2cccc2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
447,Oc1ccccc1-c1ccc(-c2cccc(-c3ccccc3F)c2)c(-c2cccs2)c1-c1ccc(F)cc1-c1cc(F)cc(-c2cccc(F)c2F)c1-c1cc(F)cc(-c2cccs2)c1COCc1ccccc1,0.0,post
448,Cc1ccc(-c2cccc(-c3ccc(F)c(F)c3F)c2)cc1-c1cc(F)cc(-c2ccc(F)c(F)c2COc2ccccc2COCc2cc(F)c(F)c(F)c2COC(C)C(F)F)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,0.0,post
449,Oc1cccc(-c2cccc(-c3cccc(-c4cccs4)c3O)c2)c1-c1cccc(-c2ccc(F)cc2F)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
450,Clc1ccc(-c2cc(-c3ccccc3F)cc(-c3ccccc3OCc3ccccc3)c2-c2ccccc2COc2ccccc2COc2ccccc2CO)cc1COc1cccc(F)c1F,12.0,post
451,Cc1cccc(-c2cccc(-c3ccccc3OC)c2COC(C)c2ccc(F)c(F)c2CO)c1C,7.69434,post
452,Cc1cc(-c2ccccc2)cc(C(C)C)c1-c1ccc(-c2cccc(F)c2COC)cc1COc1cc(F)cc(F)c1C,10.57054,post
453,Cc1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3OC(C)C)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,11.89404,post
454,Cc1ccc(-c2cccc(-c3cccc(F)c3F)c2)cc1-c1ccc(F)c(-c2cccs2)c1-c1ccc(F)c(F)c1COc1cc(F)cc(F)c1C,12.0,post
455,Cc1cccc(-c2cccc(-c3cccc(-c4ccccc4OC)c3OC(C)C(=O)N(Cc3ccccc3F)Cc3ccccc3F)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
456,c1cccc(-c2cccc(-c3ccccc3OCc3ccccc3F)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1COCc1cccc(F)c1F,12.0,post
457,Cc1cccc(-c2cccc(-c3ccccc3OC)c2COc2cccc(C)c2COCc2cc(F)cc(F)c2COC(C)C)c1-c1cccc(F)c1COc1cc(F)cc(F)c1C,12.0,post
458,CCc1cccc(-c2cc(-c3ccccc3F)cc(-c3cccc(Oc4ccccc4)c(C)c3C)c2C)c1-c1ccc(F)c(F)c1COc1cc(F)cc(F)c1C,0.0,post
459,Cc1ccc(COc2cc(-c3ccccc3F)cc(-c3ccccc3COCc3ccccc3COc3cc(F)cc(F)c3F)c2C)cc1COCc1ccccc1C,12.0,post
460,Cc1ccc(-c2cccc(-c3cccc(F)c3-c3ccccc3OC)c2C)cc1COc1cc(F)cc(F)c1COCc1cc(F)cc(F)c1F,11.44344,post
461,Cc1cccc(-c2cccc(-c3cccc(C(C)C)c3OCc3cc(F)cc(F)c3F)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
462,Cc1cccc(-c2cccc(-c3cccc(-c4cccs4)c3OC)c2)c1-c1cc(F)cc(-c2ccc(F)c(F)c2)c1COCc1cc(F)cc(F)c1C,12.0,post
463,Cc1cccc(-c2cccc(-c3ccc(-c4ccccc4C)cc3COc3ccccc3F)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
464,Oc1ccccc1-c1cc(-c2ccccc2)cc(-c2cc(-c3ccccc3)cc(-c3ccccc3OCc3ccccc3)c2)c1-c1ccc(F)cc1-c1cc(F)cc(-c2cccc(F)c2COC)c1-c1ccc(F)cc1,0.0,post
465,Oc1cccc(-c2cc(-c3ccccc3O)cc(-c3ccccc3OCc3ccccc3F)c2-c2cc(F)cc(F)c2COc2ccccc2COCc2ccccc2-c2cccs2)c1-c1ccc(F)c(F)c1F,12.0,post
466,Cc1cccc(-c2cccc(-c3ccccc3OC)c2COc2cccc(-c3ccccc3F)c2)c1-c1ccc(F)c(F)c1-c1cc(F)cc(-c2cccs2)c1C,12.0,post
467,Cc1cccc(-c2ccccc2COC(c2ccccc2COc2ccccc2F)c2ccc(F)cc2COCc2ccccc2COC)c1C,10.99704,post
468,Fc1cccc(-c2cccc(-c3cccc(-c4cccs4)c3)c2-c2ccccc2COc2ccccc2-c2ccccc2COCc2ccccc2COc2ccccc2)c1-c1cccc(F)c1COc1ccccc1F,12.0,post
469,Cc1ccsc1-c1ccc(-c2cccc(C(C)C)c2COCc2ccccc2COC)cc1COc1cccc(F)c1COCc1cc(F)cc(F)c1C,12.0,post
470,Cc1ccsc1-c1ccc(-c2cc(F)c(F)c(F)c2COCc2ccccc2F)c(-c2ccccc2COCCOC)c1C,9.80214,post
471,Cc1cccc(-c2cccc(-c3cccc(C(C)C)c3COc3ccccc3OC)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
472,COc1cccc(-c2cccc(-c3cccc(-c4ccccc4OC)c3COc3ccccc3F)c2C)c1-c1ccc(F)c(F)c1C,10.98494,post
473,COc1cccc(-c2cc(-c3ccccc3F)cc(-c3ccccc3F)c2COc2cccc(F)c2COC)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1CO,11.9945,post
474,Cc1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3OC(C)C(=O)Nc3ccccc3F)c2)c1C,8.98864,post
475,CC(C)c1ccccc1-c1cccc(-c2cccc(-c3cccs3)c2)c1-c1ccc(-c2cccc(F)c2COCc2ccccc2CO)cc1COCc1cc(F)cc(F)c1CO,12.0,post
476,Cc1ccc(-c2cccc(-c3cccc(-c4ccc(F)c(F)c4F)c3COc3ccccc3OC(C)C)c2C)cc1COc1ccccc1COCc1cc(F)cc(F)c1COC(F)F,12.0,post
477,Oc1ccccc1COc1ccccc1-c1cc(-c2ccccc2)cc(-c2cccc(-c3ccccc3OCc3ccccc3F)c2)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
478,Cc1cccc(-c2ccccc2-c2cc(-c3ccccc3F)cc(-c3ccc(F)c(F)c3F)c2)c1-c1cc(C)cc(-c2cccs2)c1COCc1cc(F)cc(F)c1C,12.0,post
479,Cc1cccc(-c2cccc(-c3ccc(-c4ccccc4O)c(C(C)C(F)F)c3C)c2)c1-c1ccc(F)c(F)c1COc1cc(F)cc(F)c1C,12.0,post
480,Cc1ccc(-c2cccc(-c3cccc(C(C)C)c3COCc3cc(F)cc(F)c3F)c2)cc1COc1cc(F)cc(F)c1C,10.75214,post
481,Cc1cccc(-c2ccccc2COCc2ccccc2COCc2ccccc2CO)c1-c1ccc(F)cc1-c1cc(F)cc(C)c1-c1cc(F)cc(-c2cccs2)c1COCc1cc(F)cc(F)c1F,12.0,post
482,Cc1cccc(-c2cccc(-c3cccc(F)c3F)c2-c2cc(F)cc(F)c2COc2cccc(F)c2COCc2ccccc2CO)c1C,10.78804,post
483,Cc1cccc(-c2cccc(-c3cccc(F)c3F)c2COCc2cccc(F)c2COC)c1-c1ccc(F)cc1COc1ccccc1F,11.13372,post
484,COc1ccccc1-c1cccc(-c2cc(-c3ccccc3O)cc(-c3cc(C)cc(-c4ccccc4OC)c3OC)c2C)c1-c1ccc(F)c(F)c1C,12.0,post
485,Cc1cccc(-c2ccccc2OS(=O)(=O)c2ccccc2COc2ccccc2F)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,10.11954,post
486,Oc1ccccc1-c1cccc(-c2cc(-c3ccccc3OCc3ccccc3F)cc(-c3cccs3)c2-c2ccc(F)cc2COCOCc2ccccc2CO)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
487,Cc1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3COc3ccccc3F)c2C)c1C,9.47006,post
488,Cc1cccc(-c2ccccc2COc2cc(F)cc(F)c2COCc2ccccc2CO)c1C,7.03674,post
489,Cc1cccc(-c2ccccc2COCc2ccccc2COCc2ccccc2CO)c1Cc1ccccc1COc1cc(F)cc(F)c1C,10.34434,post
490,COc1ccc(-c2cc(-c3ccccc3F)cc(-c3ccccc3F)c2C)c(-c2ccccc2O)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
491,Cc1cccc(-c2cccc(-c3cccc(-c4cccc(F)c4F)c3OC(C)C(=O)N(Cc3ccccc3F)C(CC=Cc3ccccc3F)C(C)C)c2C)c1C,12.0,post
492,Oc1ccccc1-c1cccc(-c2ccccc2COc2ccccc2COc2cccc(F)c2COCc2ccccc2CO)c1-c1cccc(F)c1COc1cc(F)cc(F)c1F,12.0,post
493,COc1ccccc1-c1cccc(-c2cccc(-c3cccc(F)c3F)c2)c1-c1ccc(F)c(COC)c1COCc1cc(F)cc(F)c1CO,10.4142,post
494,Cc1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3COC(C)C(F)F)c2)c1-c1ccc(F)c(F)c1OC,10.25912,post
495,Clc1ccccc1-c1cc(-c2ccccc2)cc(-c2cccs2)c1-c1ccc(F)cc1-c1ccc(F)cc1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
496,Fc1cccc(-c2cccc(-c3cccc(-c4cccc(F)c4F)c3)c2)c1-c1ccc(F)c(-c2cccs2)c1COCc1ccccc1COc1cc(F)cc(F)c1F,12.0,post
497,c1ccc(-c2cc(-c3ccccc3F)cc(-c3ccccc3COc3cccc(F)c3F)c2)cc1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
498,Fc1cccc(-c2cc(-c3ccccc3F)cc(-c3ccccc3O)c2-c2cccc(F)c2COc2ccccc2COCc2ccccc2COCc2ccccc2CO)c1Cl,12.0,post
499,Cc1ccccc1-c1ccc(-c2ccccc2COc2cc(C)cc(-c3ccccc3OC)c2C)cc1-c1ccc(F)c(F)c1-c1cc(F)cc(-c2ccc(F)c(F)c2COC)c1C,12.0,post
500,Cc1ccccc1-c1cc(-c2cccs2)cc(-c2ccccc2COCc2ccccc2C)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
501,Cc1ccccc1-c1ccc(-c2cccc(-c3cccc(F)c3F)c2)cc1-c1cc(F)cc(-c2cccc(F)c2F)c1-c1ccc(F)c(F)c1COc1cc(F)cc(F)c1C,12.0,post
502,COc1cccc2ccc(-c3cccc(C)c3COc3cccc(F)c3F)c(-c3ccccc3OC)c(C3CC3COC(C)C(F)C3)c2COC(C)C(F)F)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,0.0,post
503,Cc1cccc(-c2cccc(-c3cccc(C(C)C)c3COc3ccccc3COc3ccccc3F)c2C)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1C,12.0,post
504,Oc1ccccc1-c1ccc(-c2cc(F)cc(F)c2COc2cccc(F)c2F)cc1-c1cc(F)cc(-c2ccccc2F)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
505,Cc1ccccc1-c1cccc(-c2cccc(-c3ccccc3F)c2C)c1-c1ccc(F)c(C)c1COCc1cc(F)cc(F)c1C,11.86148,post
506,Cc1ccccc1-c1ccc(-c2cccc(-c3ccccc3F)c2)cc1COc1cccc(-c2ccccc2COC)c1-c1ccc(F)cc1COc1cc(F)cc(F)c1F,12.0,post
507,Cc1cccc(-c2cccc(-c3cccs3)c2C)c1-c1ccc(-c2ccccc2O)cc1COc1ccccc1-c1cccc(F)c1C,12.0,post
508,Cc1ccccc1-c1ccc(-c2cccc(C(C)C)c2COC(C)C(F)F)c(C(C)C)c1COCc1cc(F)cc(F)c1COCc1cc(F)cc(F)c1C,12.0,post
509,Cc1cccc(-c2cccc(-c3cccc(F)c3OC)c2C(C)c2ccccc2COC(C)c2ccccc2COC(C)c2ccccc2COC(C)c2ccccc2COC(C)c2cc(F)cc(F)c2F)c1C,12.0,post
510,Cc1cccc(-c2cc(-c3ccccc3COc3ccccc3F)cc(-c3ccccc3COc3ccccc3F)c2C)c1-c1cccc(-c2cccc(F)c2CO)c1C,12.0,post
511,Cc1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3OC(Cc3ccccc3C)C(=O)C(C)C)c2COC(C)c2ccccc2COC)c1COCc1ccccc1C,12.0,post
